the_geom,MeterNo,MeterType,LONG,LAT,Status,Borough,X,Y
POINT (-73.95246417168758 40.74687051778065),4152154,Strada,-73.9524641717,40.7468705178,Active,Queens,997421.506453,211385.289549
POINT (-73.95251258019348 40.74679434589371),4152153,Strada,-73.9525125802,40.7467943459,Active,Queens,997408.108186,211357.530419
POINT (-73.95272236188134 40.74618320166639),4152151,Strada,-73.9527223619,40.7461832017,Active,Queens,997350.100756,211134.839591
POINT (-73.9527337580659 40.74610167087455),4152152,Strada,-73.9527337581,40.7461016709,Active,Queens,997346.95903,211105.133614
POINT (-73.95297245381362 40.74584494949881),4152128,Strada,-73.9529724538,40.7458449495,Active,Queens,997280.869267,211011.566216
POINT (-73.94829696842247 40.74557585259041),4152063,Strada,-73.9482969684,40.7455758526,Active,Queens,998576.457884,210914.255715
POINT (-73.93172453328954 40.74419141927232),4151983,Strada,-73.9317245333,40.7441914193,Active,Queens,1003168.92705,210413.007373
POINT (-73.9319515993943 40.743043248665174),4151982,Strada,-73.9319515994,40.7430432487,Active,Queens,1003106.33268,209994.643381
POINT (-73.93384598806205 40.74387991576006),4151994,Strada,-73.9338459881,40.7438799158,Active,Queens,1002581.16411,210299.065672
POINT (-73.93374758429668 40.74438538310243),4151993,Strada,-73.9337475843,40.7443853831,Active,Queens,1002608.29234,210483.244109
POINT (-73.93567339169502 40.7433527467902),4151999,Strada,-73.9356733917,40.7433527468,Active,Queens,1002074.93481,210106.624128
POINT (-73.93548822410037 40.744273797951976),4151998,Strada,-73.9354882241,40.744273798,Active,Queens,1002125.9977,210442.230084
POINT (-73.93577834485824 40.74343768895728),4151997,Strada,-73.9357783449,40.743437689,Active,Queens,1002045.82955,210137.549919
POINT (-73.93563385190812 40.744151117818824),4151996,Strada,-73.9356338519,40.7441511178,Active,Queens,1002085.67757,210397.504123
POINT (-73.93554210303019 40.744625361707605),4151995,Strada,-73.935542103,40.7446253617,Active,Queens,1002110.97378,210570.304959
POINT (-73.93634686285804 40.743087139095636),4152000,Strada,-73.9363468629,40.7430871391,Active,Queens,1001888.38597,210009.718482
POINT (-73.93532836617177 40.74297204519864),4152001,Strada,-73.9353283662,40.7429720452,Active,Queens,1002170.64394,209967.992843
POINT (-73.93506494738068 40.74306533089838),4151990,Strada,-73.9350649474,40.7430653309,Active,Queens,1002243.61262,210002.033786
POINT (-73.9344541754044 40.742995020020814),4151989,Strada,-73.9344541754,40.74299502,Active,Queens,1002412.8777,209976.543351
POINT (-73.93624228637192 40.74320102961671),4151991,Strada,-73.9362422864,40.7432010296,Retired,Queens,1001917.33408,210051.233491
POINT (-73.9370663958192 40.74329429364293),4151992,Strada,-73.9370663958,40.7432942936,Active,Queens,1001688.94805,210085.047399
POINT (-73.93330727479307 40.745769604248096),4152027,Strada,-73.9333072748,40.7457696042,Inactive,Queens,1002729.91644,210987.652549
POINT (-73.93275741461044 40.74631997593192),4152028,Strada,-73.9327574146,40.7463199759,Active,Queens,1002882.12348,211188.286991
POINT (-73.93171661028174 40.746387154638484),4152029,Strada,-73.9317166103,40.7463871546,Active,Queens,1003170.49889,211212.985432
POINT (-73.93158595053853 40.74655859571261),4152030,Strada,-73.9315859505,40.7465585957,Active,Queens,1003206.65433,211275.475137
POINT (-73.93384991778632 40.74624215552512),4152036,Strada,-73.9338499178,40.7462421555,Inactive,Queens,1002579.42527,211159.704043
POINT (-73.93315068235395 40.74638765550912),4152035,Strada,-73.9331506824,40.7463876555,Active,Queens,1002773.13486,211212.861417
POINT (-73.9325051789947 40.746521783232524),4152034,Strada,-73.932505179,40.7465217832,Active,Queens,1002951.95832,211261.865584
POINT (-73.93158776220841 40.746722246767135),4152033,Strada,-73.9315877622,40.7467222468,Active,Queens,1003206.10578,211335.098049
POINT (-73.93123533606548 40.74679383609606),4152032,Strada,-73.9312353361,40.7467938361,Active,Queens,1003303.7378,211361.256789
POINT (-73.93679216088458 40.745502068471346),4152038,Strada,-73.9367921609,40.7455020685,Active,Queens,1001764.35833,210889.464754
POINT (-73.93603372562121 40.74568294157681),4152037,Strada,-73.9360337256,40.7456829416,Active,Queens,1001974.46618,210955.515147
POINT (-73.93852647945437 40.74393929412595),4152007,Strada,-73.9385264795,40.7439392941,Inactive,Queens,1001284.19295,210319.754279
POINT (-73.93838043897713 40.74466547401696),4152006,Strada,-73.938380439,40.744665474,Inactive,Queens,1001324.47437,210584.353159
POINT (-73.93875033138633 40.74485814025149),4152005,Strada,-73.9387503314,40.7448581403,Active,Queens,1001221.92995,210654.475722
POINT (-73.9394945045681 40.74384731746732),4152009,Strada,-73.9394945046,40.7438473175,Active,Queens,1001015.97827,210286.057496
POINT (-73.93939146085845 40.74436722590058),4152008,Strada,-73.9393914609,40.7443672259,Active,Queens,1001044.40045,210475.496422
POINT (-73.93977522972527 40.74452868098196),4152004,Strada,-73.9397752297,40.744528681,Active,Queens,1000938.01911,210534.246304
POINT (-73.9407554160305 40.744192442993494),4152003,Strada,-73.940755416,40.744192443,Active,Queens,1000666.49668,210411.558885
POINT (-73.94117746833764 40.74402814120693),4152002,Strada,-73.9411774683,40.7440281412,Active,Queens,1000549.58747,210351.619701
POINT (-73.94333725298576 40.743169191226976),4152026,Strada,-73.943337253,40.7431691912,Active,Queens,999951.318651,210038.282401
POINT (-73.94402759375531 40.74289563777416),4152025,Strada,-73.9440275938,40.7428956378,Active,Queens,999760.088062,209938.495199
POINT (-73.94459878950794 40.7426657362404),4152024,Strada,-73.9445987895,40.7426657362,Active,Queens,999601.861345,209854.634146
POINT (-73.94523390298932 40.74241244729405),4152023,Strada,-73.945233903,40.7424124473,Active,Queens,999425.926985,209762.242271
POINT (-73.94599428932855 40.74210961191484),4152022,Strada,-73.9459942893,40.7421096119,Active,Queens,999215.288627,209651.778909
POINT (-73.94224840622303 40.74616694737159),4152074,Strada,-73.9422484062,40.7461669474,Active,Queens,1000252.31936,211130.657513
POINT (-73.94203315200912 40.746794097029294),4152045,Strada,-73.942033152,40.746794097,Active,Queens,1000311.81268,211359.187568
POINT (-73.94178668750479 40.746432467051775),4152044,Strada,-73.9417866875,40.7464324671,Inactive,Queens,1000380.19214,211227.479498
POINT (-73.94210851406328 40.746546385757824),4152043,Strada,-73.9421085141,40.7465463858,Active,Queens,1000290.99054,211268.924625
POINT (-73.942343364347 40.746885746903175),4152042,Strada,-73.9423433643,40.7468857469,Active,Queens,1000225.83516,211392.521818
POINT (-73.94256831200455 40.74696185213628),4152041,Strada,-73.942568312,40.7469618521,Active,Queens,1000163.48719,211420.208443
POINT (-73.9430102861746 40.7466685812704),4152040,Strada,-73.9430102862,40.7466685813,Inactive,Queens,1000041.09209,211313.280507
POINT (-73.94261545412955 40.7464267613008),4152039,Strada,-73.9426154541,40.7464267613,Active,Queens,1000150.5525,211225.249187
POINT (-73.94254504073209 40.74602680489234),4152073,Strada,-73.9425450407,40.7460268049,Active,Queens,1000170.15876,211079.545082
POINT (-73.94311655797321 40.74647567775262),4152072,Strada,-73.943116558,40.7464756778,Active,Queens,1000011.69123,211242.980451
POINT (-73.94371038354878 40.7461577367576),4152070,Strada,-73.9437103835,40.7461577368,Active,Queens,999847.224043,211127.038097
POINT (-73.94353867254503 40.74565293222388),4152069,Strada,-73.9435386725,40.7456529322,Active,Queens,999894.921782,210943.15231
POINT (-73.94390152773241 40.7461797789639),4152068,Strada,-73.9439015277,40.746179779,Active,Queens,999794.254989,211135.034801
POINT (-73.94678778142509 40.74527746130609),4152064,Strada,-73.9467877814,40.7452774613,Active,Queens,998994.706391,210805.792677
POINT (-73.94568771042239 40.745979574470404),4152057,Strada,-73.9456877104,40.7459795745,Active,Queens,999299.369167,211061.781994
POINT (-73.94603198142435 40.74576592990003),4152058,Strada,-73.9460319814,40.7457659299,Inactive,Queens,999204.02323,210983.885497
POINT (-73.94614541562248 40.74553524166203),4152065,Strada,-73.9461454156,40.7455352417,Inactive,Queens,999172.643371,210899.819064
POINT (-73.94717397160997 40.74531282548143),4152059,Strada,-73.9471739716,40.7453128255,Active,Queens,998887.688232,210818.612205
POINT (-73.94806010195963 40.745728736699824),4152060,Strada,-73.948060102,40.7457287367,Active,Queens,998642.058474,210969.995104
POINT (-73.94963426456442 40.744766329469684),4152120,Strada,-73.9496342646,40.7447663295,Active,Queens,998206.074438,210619.10473
POINT (-73.94920943421455 40.74468520806014),4152119,Strada,-73.9492094342,40.7446852081,Active,Queens,998323.809767,210589.617584
POINT (-73.94934083591691 40.74435638733249),4152106,Strada,-73.9493408359,40.7443563873,Active,Queens,998287.468304,210469.79663
POINT (-73.95001921170413 40.74400724563055),4152107,Strada,-73.9500192117,40.7440072456,Active,Queens,998099.565465,210342.485205
POINT (-73.95335694245804 40.74226560009008),4152109,Strada,-73.9533569425,40.7422656001,Active,Queens,997175.025647,209707.438246
POINT (-73.95352411312838 40.74257397337471),4152121,Strada,-73.9535241131,40.7425739734,Active,Queens,997128.64221,209819.763809
POINT (-73.95239601846053 40.74276675693097),4152108,Strada,-73.9523960185,40.7427667569,Active,Queens,997441.203264,209890.168852
POINT (-73.95202056338962 40.742766133768974),4152117,Strada,-73.9520205634,40.7427661338,Active,Queens,997545.243083,209889.998577
POINT (-73.95297616561676 40.74226873660329),4152116,Strada,-73.9529761656,40.7422687366,Active,Queens,997280.5402,209708.637391
POINT (-73.95329849669857 40.74210061971426),4152115,Strada,-73.9532984967,40.7421006197,Active,Queens,997191.253305,209647.339285
POINT (-73.95799414271775 40.741977164828874),4152157,Strada,-73.9579941427,40.7419771648,Active,Queens,995890.084647,209601.701909
POINT (-73.95781464566052 40.741835159489995),4152158,Strada,-73.9578146457,40.7418351595,Active,Queens,995939.849312,209549.988758
POINT (-73.95701163524896 40.74205944002576),4152113,Strada,-73.9570116352,40.74205944,Active,Queens,996162.328854,209631.809461
POINT (-73.95524518460486 40.74139349947388),4152162,Strada,-73.9552451846,40.7413934995,Active,Queens,996651.946641,209389.431336
POINT (-73.95580181430316 40.741496174141545),4152161,Strada,-73.9558018143,40.7414961741,Active,Queens,996497.680873,209426.760658
POINT (-73.95649928714603 40.741636273149005),4152160,Strada,-73.9564992871,40.7416362731,Active,Queens,996304.380079,209477.706422
POINT (-73.95850328395619 40.74201026113465),4152159,Strada,-73.958503284,40.7420102611,Active,Queens,995748.992738,209613.692699
POINT (-73.93428788229281 40.75365297363903),4152085,Strada,-73.9342878823,40.7536529736,Active,Queens,1002456.04494,213859.611701
POINT (-73.93434379703143 40.75340487566237),4152089,Strada,-73.934343797,40.7534048757,Active,Queens,1002440.62109,213769.209978
POINT (-73.93417365467765 40.753413505360506),4152088,Strada,-73.9341736547,40.7534135054,Active,Queens,1002487.75813,213772.389434
POINT (-73.93430950455632 40.753768944095754),4152084,Strada,-73.9343095046,40.7537689441,Active,Queens,1002450.02264,213901.858991
POINT (-73.93460109778269 40.75330909295119),4152083,Strada,-73.9346010978,40.753309093,Active,Queens,1002369.35975,213734.259917
POINT (-73.93463616063976 40.75340829546008),4152082,Strada,-73.9346361606,40.7534082955,Active,Queens,1002359.6183,213770.395344
POINT (-73.93472345872566 40.75360748100689),4152087,Strada,-73.9347234587,40.753607481,Active,Queens,1002335.37753,213842.947036
POINT (-73.93458370230668 40.75362995579165),4152086,Strada,-73.9345837023,40.7536299558,Retired,Queens,1002374.09202,213851.164211
POINT (-73.93918607305667 40.750823796022715),4152101,Strada,-73.9391860731,40.750823796,Active,Queens,1001099.67954,212827.870982
POINT (-73.9384607648662 40.751754906840105),4152100,Strada,-73.9384607649,40.7517549068,Inactive,Queens,1001300.40191,213167.244975
POINT (-73.93918365085727 40.75096721024085),4152099,Strada,-73.9391836509,40.7509672102,Active,Queens,1001100.31438,212880.121862
POINT (-73.9379434658858 40.75106673366903),4152098,Strada,-73.9379434659,40.7510667337,Active,Queens,1001443.90523,212916.622445
POINT (-73.938057855576 40.750800848781424),4152097,Strada,-73.9380578556,40.7508008488,Active,Queens,1001412.27997,212819.729594
POINT (-73.9377180351089 40.751170154884974),4152096,Strada,-73.9377180351,40.7511701549,Active,Queens,1001506.33818,212954.346451
POINT (-73.9365793692989 40.750733186148835),4152081,Strada,-73.9365793693,40.7507331861,Active,Queens,1001821.94122,212795.371047
POINT (-73.9366230963176 40.75025036692895),4152080,Strada,-73.9366230963,40.7502503669,Inactive,Queens,1001809.95306,212619.455716
POINT (-73.93666811258517 40.75086444321739),4152079,Strada,-73.9366681126,40.7508644432,Inactive,Queens,1001797.31857,212843.174429
POINT (-73.93671021737863 40.75046952058646),4152078,Strada,-73.9367102174,40.7504695206,Inactive,Queens,1001785.75658,212699.282984
POINT (-73.93707997666861 40.75109541190801),4152102,Strada,-73.9370799767,40.7510954119,Active,Queens,1001683.14327,212927.241518
POINT (-73.93810614326513 40.75164147731016),4152095,Strada,-73.9381061433,40.7516414773,Active,Queens,1001398.68452,213125.988168
POINT (-73.91694293540898 40.758076311197506),4072228,Strada,-73.9169429354,40.7580763112,Active,Queens,1007260.06584,215475.257419
POINT (-73.92268323213506 40.755338524443),4072165,Strada,-73.9226832321,40.7553385244,Active,Queens,1005670.65925,214476.337173
POINT (-73.91832027127121 40.75837485267328),4072184,Strada,-73.9183202713,40.7583748527,Active,Queens,1006878.38846,215583.666979
POINT (-73.91982190517597 40.75651384617904),4072183,Strada,-73.9198219052,40.7565138462,Active,Queens,1006462.99953,214905.257575
POINT (-73.9184304678702 40.75840437727552),4072186,Strada,-73.9184304679,40.7584043773,Active,Queens,1006847.84981,215594.395304
POINT (-73.91983196621894 40.756670378144484),4072185,Strada,-73.9198319662,40.7566703781,Active,Queens,1006460.15996,214962.284692
POINT (-73.92001764815137 40.759159349910256),4072199,Strada,-73.9200176482,40.7591593499,Active,Queens,1006407.88973,215869.050923
POINT (-73.92071612149203 40.75950039476578),4072197,Strada,-73.9207161215,40.7595003948,Active,Queens,1006214.27594,215993.128759
POINT (-73.92074910397858 40.75961448173837),4072196,Strada,-73.920749104,40.7596144817,Active,Queens,1006205.10109,216034.686091
POINT (-73.92321798143763 40.75793770482656),4072193,Strada,-73.9232179814,40.7579377048,Active,Queens,1005521.6766,215423.17255
POINT (-73.92158359064229 40.75994693212376),4072192,Strada,-73.9215835906,40.7599469321,Active,Queens,1005973.81251,216155.600547
POINT (-73.92156617139638 40.759811860718706),4072194,Strada,-73.9215661714,40.7598118607,Active,Queens,1005978.68225,216106.393952
POINT (-73.92233827619265 40.76022171286736),4072190,Strada,-73.9223382762,40.7602217129,Active,Queens,1005764.65217,216255.525872
POINT (-73.91684945386159 40.75789455780436),4072214,Strada,-73.9168494539,40.7578945578,Active,Queens,1007286.02675,215409.063326
POINT (-73.91784318598782 40.75836154343957),4072213,Strada,-73.917843186,40.7583615434,Active,Queens,1007010.56372,215578.941595
POINT (-73.91855336023193 40.758696000997936),4072212,Strada,-73.9185533602,40.758696001,Active,Queens,1006813.70519,215700.611627
POINT (-73.91944532676149 40.75911340988511),4072200,Strada,-73.9194453268,40.7591134099,Active,Queens,1006566.45798,215852.458765
POINT (-73.92007091872676 40.75940819464977),4072198,Strada,-73.9200709187,40.7594081946,Active,Queens,1006393.04921,215959.699692
POINT (-73.92105862751129 40.75987336793526),4072195,Strada,-73.9210586275,40.7598733679,Active,Queens,1006119.26793,216128.92934
POINT (-73.92175110763476 40.7601997241328),4072191,Strada,-73.9217511076,40.7601997241,Active,Queens,1005927.32278,216247.659418
POINT (-73.91794966193294 40.758828085543904),4072230,Strada,-73.9179496619,40.7588280855,Active,Queens,1006980.90663,215748.890402
POINT (-73.91969823531105 40.75954860787597),4072203,Strada,-73.9196982353,40.7595486079,Active,Queens,1006496.24815,216010.95123
POINT (-73.91804994552363 40.758865416230044),4072231,Strada,-73.9180499455,40.7588654162,Active,Queens,1006953.11173,215762.465178
POINT (-73.92044556986808 40.7599907367714),4072207,Strada,-73.9204455699,40.7599907368,Active,Queens,1006289.06549,216171.844281
POINT (-73.91873103430176 40.7619411728129),4072206,Strada,-73.9187310343,40.7619411728,Active,Queens,1006763.38606,216882.887806
